Client_ID,Company_Name,Industry,Region,Plan,Lead_Source,Account_Age_Months,Contract_Length_Months,Monthly_Usage_Score,Support_Tickets_Last30Days,Payment_Delay_Days,Monthly_Revenue_USD,Last_Renewal_Date,Churn_Probability,Risk_Category,Renewal_Status
CL02240,Blue Systems,Manufacturing,South,Enterprise,Marketplace,26,24,99.5,5,12,3786.16,22-05-2024,0.015,Low,Yes
CL02241,Pioneer Solutions,Education,West,Basic,Referral,14,12,46.3,4,10,854.46,24-01-2025,0.419,High,Yes
CL02242,Orion Manufacturing,IT Services,Central,Basic,Inbound,7,6,49.5,5,6,1270.42,26-03-2025,0.427,High,Yes
CL02243,Pioneer Services,Finance,North,Enterprise,Outbound,25,48,83.8,9,8,8508.57,19-05-2025,0.011,Low,Yes
CL02244,Blue Networks,Construction,East,Enterprise,Outbound,37,36,80.8,4,31,10525.48,27-07-2025,0.025,Low,Yes
CL02245,Apex Enterprises,Telecom,South,Basic,Inbound,12,12,28.1,3,71,1486.53,01-06-2025,0.932,High,No
CL02246,Vertex Labs,Finance,North,Basic,Inbound,56,3,41.3,6,22,1235.46,06-11-2025,0.493,High,No
CL02247,Orion Solutions,IT Services,West,Basic,Referral,3,6,45.6,7,2,1485.33,12-02-2026,0.504,High,No
CL02248,Blue Enterprises,Telecom,Central,Basic,Partner,11,12,35.2,4,13,1235.61,10-03-2024,0.485,High,No
CL02249,Nova Services,Finance,North,Basic,Event,31,12,44.6,9,5,1297.87,24-12-2024,0.46,High,No
CL02250,Apex Industries,IT Services,West,Enterprise,Marketplace,43,12,92.8,4,20,13333.82,21-12-2024,0.068,Low,Yes
CL02251,Green Networks,IT Services,West,Premium,Referral,22,36,62.9,5,10,6574.69,27-08-2025,0.058,Low,Yes
CL02252,Orion Technologies,Energy,Central,Premium,Inbound,18,12,60.3,6,13,5050.48,26-09-2024,0.27,Medium,Yes
CL02253,Omni Technologies,Logistics,South,Premium,Inbound,31,24,55.2,1,11,3430.2,08-03-2024,0.106,Low,Yes
CL02254,Sky Technologies,Telecom,Central,Standard,Outbound,4,12,33.6,6,14,3997.55,21-04-2024,0.551,High,Yes
CL02255,Blue Logistics,Telecom,South,Premium,Inbound,26,12,76.3,7,5,5184.54,01-01-2026,0.095,Low,Yes
CL02256,Green Solutions,Finance,East,Premium,Partner,14,12,65.7,7,5,5079.49,28-12-2025,0.097,Low,Yes
CL02257,Sky Healthcare,Finance,North,Standard,Referral,8,12,54.6,7,18,2323.87,01-09-2024,0.444,High,Yes
CL02258,Pioneer Manufacturing,Retail,North,Premium,Marketplace,2,12,50.2,5,13,3843.6,10-01-2026,0.346,Medium,Yes
CL02259,Vertex Systems,Healthcare,West,Standard,Event,32,6,49.8,7,9,4532.8,27-11-2025,0.309,Medium,No
CL02260,Sky Solutions,Retail,South,Enterprise,Partner,21,36,85.2,2,49,4702.21,13-07-2025,0.054,Low,Yes
CL02261,Apex Enterprises,Education,South,Enterprise,Partner,10,36,70,6,23,13767.84,23-08-2024,0.131,Low,Yes
CL02262,Apex Holdings,Finance,North,Standard,Inbound,24,12,54.4,9,8,4198.28,23-05-2024,0.314,Medium,Yes
CL02263,Prime Solutions,Energy,West,Premium,Partner,11,12,63.5,1,8,6374.84,28-06-2024,0.127,Low,Yes
CL02264,Nova Holdings,Retail,North,Basic,Inbound,10,3,20.2,5,16,1294.45,20-07-2024,0.9,High,No
CL02265,Omni Technologies,Finance,West,Premium,Event,44,24,73.5,4,18,4164.57,08-10-2025,0.068,Low,Yes
CL02266,Omni Services,Logistics,North,Standard,Referral,9,12,37.9,8,9,2072.85,18-10-2024,0.611,High,Yes
CL02267,Nova Logistics,Finance,North,Basic,Outbound,7,6,27.7,5,19,1016.81,05-07-2025,0.861,High,Yes
CL02268,Nova Holdings,Logistics,South,Standard,Inbound,18,24,40.4,16,42,2123.18,09-09-2025,0.725,High,No
CL02269,Crest Healthcare,Manufacturing,East,Premium,Outbound,34,24,60.9,6,14,3868.35,08-01-2025,0.195,Medium,Yes
CL02270,Sky Services,Finance,South,Basic,Inbound,13,3,34.8,1,18,1599.32,01-08-2024,0.703,High,No
CL02271,Apex Technologies,IT Services,South,Enterprise,Inbound,11,48,78,2,7,6163.79,07-02-2025,0.015,Low,Yes
CL02272,Pioneer Systems,Healthcare,Central,Basic,Event,14,6,26.1,0,37,1002.8,03-06-2024,0.816,High,No
CL02273,Crest Technologies,Retail,East,Enterprise,Inbound,14,36,84.1,5,16,5527.07,14-10-2025,0.021,Low,Yes
CL02274,Omni Industries,Logistics,North,Premium,Outbound,32,36,75,9,7,4212.44,07-10-2025,0.02,Low,Yes
CL02275,Nova Holdings,Construction,South,Standard,Outbound,5,24,44.9,5,22,2477.35,08-01-2026,0.398,High,Yes
CL02276,Vertex Labs,Finance,Central,Standard,Inbound,42,12,48.3,5,27,3836.23,11-10-2025,0.306,Medium,No
CL02277,Green Services,Education,South,Premium,Inbound,27,12,53,7,30,2908.72,14-06-2025,0.361,High,Yes
CL02278,Quantum Services,Finance,North,Premium,Partner,21,36,62.3,5,14,4287.92,28-11-2024,0.05,Low,Yes
CL02279,Orion Logistics,Logistics,West,Premium,Referral,27,24,48.2,8,9,3161.15,23-02-2025,0.086,Low,Yes
CL02280,Prime Manufacturing,IT Services,East,Standard,Outbound,16,12,44.5,6,35,2130.46,12-07-2024,0.508,High,Yes
CL02281,Prime Enterprises,Manufacturing,East,Standard,Outbound,13,12,61.3,2,32,2697.13,02-07-2025,0.216,Medium,Yes
CL02282,Vertex Solutions,Healthcare,North,Enterprise,Outbound,8,24,77.6,9,21,16874.21,28-10-2025,0.081,Low,Yes
CL02283,Apex Technologies,Retail,North,Basic,Inbound,22,12,54.6,6,21,998.6,19-07-2025,0.361,High,Yes
CL02284,Crest Logistics,IT Services,East,Standard,Partner,6,12,52.4,8,25,1736.44,25-01-2026,0.514,High,Yes
CL02285,Sky Systems,IT Services,North,Standard,Outbound,29,24,51.7,10,67,4154.39,06-02-2026,0.707,High,Yes
CL02286,Apex Holdings,Manufacturing,East,Premium,Inbound,17,24,58.1,5,16,2680.68,19-07-2025,0.245,Medium,No
CL02287,Apex Technologies,Construction,East,Premium,Inbound,32,24,55.2,6,12,3362.92,24-08-2025,0.085,Low,Yes
CL02288,Nova Enterprises,Healthcare,South,Standard,Outbound,25,12,44.1,11,25,2546.24,22-10-2024,0.713,High,Yes
CL02289,Pioneer Manufacturing,Retail,Central,Basic,Partner,31,12,38.3,3,37,1457.29,30-03-2024,0.588,High,Yes
CL02290,Crest Networks,Manufacturing,West,Basic,Inbound,8,6,36.3,4,10,1722.71,14-11-2025,0.416,High,Yes
CL02291,Vertex Solutions,Finance,West,Standard,Inbound,5,6,47.9,3,23,2632.88,13-07-2025,0.407,High,Yes
CL02292,Apex Labs,Manufacturing,North,Standard,Event,22,24,66,4,13,3763.59,31-01-2026,0.123,Low,Yes
CL02293,Omni Manufacturing,Manufacturing,North,Enterprise,Outbound,35,24,95.8,5,39,7802.76,27-02-2024,0.047,Low,Yes
CL02294,Prime Solutions,Finance,East,Standard,Event,28,6,68,5,7,2008.96,02-08-2025,0.098,Low,Yes
CL02295,Sky Solutions,IT Services,North,Standard,Inbound,17,6,62.7,9,30,2636.19,09-09-2024,0.546,High,No
CL02296,Prime Technologies,IT Services,Central,Enterprise,Inbound,28,24,87.1,5,56,8493.35,16-01-2025,0.086,Low,Yes
CL02297,Sky Networks,Manufacturing,North,Standard,Event,6,12,73.3,4,5,2138.5,21-01-2025,0.112,Low,Yes
CL02298,Pioneer Enterprises,IT Services,East,Premium,Event,28,24,77.1,4,36,5708.29,24-03-2024,0.089,Low,Yes
CL02299,Nova Manufacturing,IT Services,South,Basic,Inbound,12,6,34,7,15,914.4,09-11-2025,0.73,High,No
CL02300,Quantum Technologies,Healthcare,East,Standard,Partner,18,24,56.7,2,4,2830.7,01-05-2024,0.115,Low,Yes
CL02301,Omni Holdings,Telecom,North,Enterprise,Inbound,19,24,84.5,2,7,9215.06,22-01-2026,0.026,Low,Yes
CL02302,Green Holdings,Finance,South,Premium,Inbound,16,24,54.1,7,27,3546.76,18-04-2025,0.338,Medium,No
CL02303,Omni Networks,Finance,South,Standard,Referral,32,12,50.6,6,29,2868.85,14-09-2024,0.452,High,Yes
CL02304,Apex Enterprises,Manufacturing,Central,Premium,Referral,10,24,76.2,4,15,5963.21,07-06-2025,0.079,Low,Yes
CL02305,Sky Networks,Energy,North,Enterprise,Event,17,24,49.1,14,4,10126.89,03-01-2026,0.246,Medium,Yes
CL02306,Prime Labs,Healthcare,Central,Standard,Referral,14,12,37,4,5,2184.01,18-09-2025,0.326,Medium,No
CL02307,Prime Healthcare,IT Services,West,Standard,Referral,6,24,53.9,2,17,3162.61,26-06-2024,0.238,Medium,Yes
CL02308,Apex Systems,Finance,South,Enterprise,Partner,9,12,80.2,2,6,7068.95,10-10-2024,0.05,Low,Yes
CL02309,Orion Manufacturing,IT Services,West,Basic,Referral,7,12,24.7,7,13,1480.91,16-05-2024,0.831,High,Yes
CL02310,Nova Solutions,Healthcare,North,Premium,Outbound,31,24,62.5,7,5,6465.44,13-08-2025,0.114,Low,Yes
CL02311,Pioneer Holdings,Finance,Central,Premium,Inbound,7,24,79.8,4,22,3419.92,22-07-2024,0.113,Low,Yes
CL02312,Quantum Technologies,Telecom,East,Premium,Inbound,5,24,67.8,5,8,5738.96,24-08-2025,0.075,Low,Yes
CL02313,Crest Labs,Retail,South,Standard,Partner,13,6,61.3,6,42,1779.91,02-06-2024,0.673,High,No
CL02314,Quantum Industries,Logistics,South,Standard,Inbound,23,12,45.9,11,9,2326.09,05-09-2025,0.647,High,No
CL02315,Green Logistics,Construction,North,Premium,Inbound,20,36,49.3,4,19,2421.78,08-03-2025,0.153,Low,Yes
CL02316,Green Logistics,IT Services,Central,Basic,Partner,5,6,51.2,5,2,1789.45,31-10-2025,0.616,High,No
CL02317,Pioneer Networks,Manufacturing,North,Standard,Inbound,19,12,55.4,8,41,1810.39,11-03-2025,0.623,High,No
CL02318,Crest Labs,Healthcare,East,Basic,Inbound,28,6,22.8,9,42,1197.86,26-08-2024,0.942,High,No
CL02319,Sky Enterprises,Retail,South,Basic,Event,3,6,25.4,16,46,1582.1,08-07-2025,0.978,High,No
CL02320,Nova Technologies,Retail,Central,Enterprise,Inbound,25,24,90.8,5,21,8982.76,03-10-2024,0.024,Low,No
CL02321,Orion Industries,Energy,South,Standard,Inbound,38,12,37.9,7,26,3167.83,04-05-2024,0.636,High,Yes
CL02322,Quantum Healthcare,Logistics,East,Enterprise,Referral,26,48,86.2,6,15,9796.77,22-10-2025,0.009,Low,Yes
CL02323,Quantum Healthcare,Finance,East,Basic,Inbound,6,3,33.3,1,11,1561.23,12-08-2025,0.487,High,Yes
CL02324,Pioneer Healthcare,Healthcare,West,Premium,Referral,15,24,64,3,3,6943.86,08-04-2024,0.057,Low,Yes
CL02325,Omni Solutions,Telecom,North,Basic,Inbound,11,6,43.5,4,18,1540.96,03-01-2026,0.615,High,No
CL02326,Sky Systems,Construction,North,Premium,Event,20,24,33.8,1,8,3528.86,24-07-2024,0.153,Low,No
CL02327,Omni Labs,Telecom,North,Premium,Inbound,44,24,49.4,6,6,4156.74,22-08-2025,0.147,Low,No
CL02328,Vertex Systems,IT Services,West,Basic,Outbound,20,6,42,5,23,1235.58,13-03-2024,0.542,High,No
CL02329,Apex Technologies,Logistics,North,Enterprise,Partner,12,12,66.3,7,19,8201.72,10-02-2025,0.255,Medium,Yes
CL02330,Nova Manufacturing,IT Services,East,Basic,Outbound,32,12,53,4,24,1667.94,01-09-2024,0.357,High,Yes
CL02331,Green Labs,Manufacturing,North,Premium,Partner,17,24,43.7,2,3,2916.93,07-04-2025,0.118,Low,Yes
CL02332,Pioneer Systems,IT Services,Central,Enterprise,Inbound,9,24,84.8,10,35,5623.29,11-09-2024,0.175,Low,Yes
CL02333,Crest Enterprises,Finance,Central,Enterprise,Referral,18,24,59.5,8,4,6033.58,23-02-2025,0.139,Low,Yes
CL02334,Blue Services,Logistics,East,Enterprise,Marketplace,38,36,70.8,1,3,6207.15,06-03-2024,0.014,Low,Yes
CL02335,Nova Solutions,IT Services,South,Standard,Outbound,37,24,43.2,5,23,2583.6,20-12-2025,0.318,Medium,Yes
CL02336,Green Logistics,Healthcare,South,Basic,Marketplace,7,12,59.8,8,22,1778.28,09-10-2025,0.545,High,Yes
CL02337,Green Logistics,Retail,North,Basic,Referral,28,12,18.9,8,17,1142.73,16-03-2024,0.875,High,No
CL02338,Blue Enterprises,Healthcare,South,Standard,Outbound,31,6,50.5,5,19,2732.84,16-02-2026,0.251,Medium,Yes
CL02339,Quantum Networks,IT Services,East,Premium,Referral,24,36,47.3,5,15,5008.11,04-01-2026,0.032,Low,Yes
CL02340,Apex Services,Retail,East,Basic,Referral,24,12,54.2,4,10,1371.96,22-06-2025,0.329,Medium,No
CL02341,Crest Healthcare,Education,Central,Premium,Partner,24,12,64.8,6,13,4977.85,10-12-2024,0.124,Low,Yes
CL02342,Quantum Technologies,IT Services,South,Standard,Partner,15,12,57.6,8,10,2355.79,03-12-2025,0.333,Medium,Yes
CL02343,Nova Technologies,IT Services,West,Standard,Partner,46,12,73.7,6,10,2388.6,14-11-2025,0.102,Low,Yes
CL02344,Omni Systems,Healthcare,East,Premium,Outbound,24,24,65.8,2,18,3807.7,30-12-2024,0.045,Low,Yes
CL02345,Crest Healthcare,Construction,East,Standard,Inbound,17,12,49.6,5,8,3129.02,25-07-2025,0.344,Medium,No
CL02346,Crest Solutions,Logistics,South,Premium,Inbound,14,12,66.6,2,10,5068.94,10-10-2025,0.155,Low,Yes
CL02347,Nova Healthcare,Logistics,South,Basic,Inbound,8,3,44.8,6,6,1247.21,15-10-2025,0.551,High,Yes
CL02348,Nova Enterprises,Healthcare,South,Premium,Partner,35,24,58.1,4,13,7462.23,06-02-2026,0.14,Low,No
CL02349,Quantum Holdings,Finance,West,Basic,Inbound,13,6,36.4,5,28,1286.47,03-10-2025,0.61,High,No
CL02350,Green Enterprises,IT Services,Central,Basic,Referral,25,12,50.7,5,8,1035.98,06-04-2025,0.299,Medium,No
CL02351,Green Manufacturing,Logistics,South,Premium,Partner,35,12,68.3,6,10,2926.71,05-10-2025,0.165,Low,Yes
CL02352,Sky Healthcare,Energy,North,Enterprise,Partner,31,48,69.6,2,3,9254.59,04-10-2024,0.012,Low,Yes
CL02353,Crest Networks,Finance,East,Standard,Inbound,22,24,37.2,5,12,1948.13,25-08-2024,0.321,Medium,Yes
CL02354,Apex Systems,Telecom,East,Standard,Referral,19,24,73,4,14,3019.9,30-09-2024,0.073,Low,Yes
CL02355,Prime Technologies,Education,North,Standard,Outbound,8,12,40.1,15,19,1897.72,30-03-2025,0.578,High,No
CL02356,Omni Healthcare,IT Services,West,Basic,Inbound,22,3,52.8,5,18,1143.81,01-05-2025,0.426,High,Yes
CL02357,Crest Manufacturing,Energy,Central,Premium,Outbound,32,24,63.1,4,32,5259.08,17-10-2024,0.171,Low,Yes
CL02358,Orion Technologies,IT Services,Central,Premium,Outbound,9,12,52.5,12,3,3971.75,12-02-2025,0.503,High,No
CL02359,Apex Technologies,Finance,North,Basic,Event,43,12,54,5,7,1147.5,23-04-2025,0.29,Medium,No
CL02360,Blue Services,IT Services,Central,Standard,Inbound,29,12,59.1,4,2,2621.76,16-09-2024,0.225,Medium,Yes
CL02361,Vertex Industries,IT Services,West,Premium,Inbound,27,24,84,5,5,3871.17,08-04-2024,0.058,Low,Yes
CL02362,Orion Networks,Retail,South,Standard,Outbound,27,12,47.8,4,34,2783.96,14-05-2024,0.476,High,Yes
CL02363,Prime Holdings,Manufacturing,East,Premium,Marketplace,17,36,71.4,3,32,5623.56,19-05-2025,0.072,Low,No
CL02364,Apex Holdings,Retail,West,Basic,Referral,13,12,13.8,8,23,2032.49,30-12-2025,0.844,High,No
CL02365,Prime Enterprises,Finance,East,Premium,Partner,9,24,60,8,9,4197.43,17-01-2025,0.131,Low,No
CL02366,Prime Networks,IT Services,South,Basic,Marketplace,24,6,25.7,8,21,1140.06,04-03-2025,0.751,High,Yes
CL02367,Orion Manufacturing,IT Services,East,Enterprise,Partner,41,36,73.5,5,14,6173.4,27-03-2024,0.018,Low,Yes
CL02368,Nova Labs,Finance,East,Standard,Marketplace,25,6,59.7,8,16,3082.51,22-01-2026,0.379,High,Yes
CL02369,Omni Enterprises,Healthcare,North,Standard,Inbound,23,24,44.7,7,8,3348.93,14-11-2025,0.307,Medium,Yes
CL02370,Orion Networks,Education,Central,Enterprise,Outbound,5,24,80.4,2,6,5100.36,17-02-2025,0.041,Low,Yes
CL02371,Blue Enterprises,Logistics,West,Basic,Outbound,5,3,27.7,2,9,833.71,02-12-2025,0.676,High,No
CL02372,Orion Technologies,Telecom,East,Standard,Outbound,3,24,65.6,7,8,5273.25,10-01-2025,0.15,Low,Yes
CL02373,Crest Manufacturing,Logistics,North,Standard,Referral,15,12,68.7,7,28,1697.55,25-01-2025,0.287,Medium,Yes
CL02374,Nova Labs,Retail,East,Standard,Partner,37,24,62.2,2,21,1855.45,09-07-2025,0.087,Low,Yes
CL02375,Sky Labs,Logistics,North,Enterprise,Outbound,40,48,70.9,8,21,4308.04,20-10-2024,0.015,Low,Yes
CL02376,Green Services,Manufacturing,North,Premium,Event,3,24,37.5,1,12,2057.21,01-12-2025,0.208,Medium,Yes
CL02377,Sky Logistics,Healthcare,East,Basic,Outbound,7,3,44,3,28,1222.2,01-08-2024,0.679,High,No
CL02378,Blue Industries,Education,South,Premium,Inbound,24,12,58.5,4,21,4935.72,28-01-2026,0.207,Medium,Yes
CL02379,Quantum Systems,Retail,East,Standard,Marketplace,35,24,38.3,10,16,2203.96,03-01-2026,0.351,High,Yes
CL02380,Nova Enterprises,Education,North,Enterprise,Outbound,15,48,63.3,5,12,3873.87,05-11-2024,0.048,Low,Yes
CL02381,Orion Logistics,Telecom,South,Standard,Partner,30,12,72.2,3,23,2596.33,23-06-2025,0.143,Low,Yes
CL02382,Green Systems,Telecom,North,Premium,Partner,23,24,53.4,11,15,2941.73,23-02-2025,0.147,Low,Yes
CL02383,Quantum Healthcare,Energy,Central,Standard,Outbound,3,6,54.6,3,48,1967.63,28-04-2025,0.705,High,Yes
CL02384,Apex Systems,Retail,East,Standard,Inbound,32,24,52.6,9,12,2257.05,02-07-2024,0.297,Medium,No
CL02385,Vertex Labs,Healthcare,West,Standard,Outbound,34,6,47.7,6,13,2459.54,26-08-2025,0.525,High,No
CL02386,Apex Labs,Finance,South,Basic,Partner,11,3,46.7,10,20,1497.79,05-03-2025,0.62,High,Yes
CL02387,Apex Networks,Healthcare,North,Premium,Inbound,15,24,83.6,4,12,5563.54,13-05-2024,0.063,Low,Yes
CL02388,Apex Holdings,Finance,Central,Standard,Inbound,25,6,50.4,6,39,2769.92,02-10-2025,0.621,High,No
CL02389,Orion Labs,Logistics,South,Enterprise,Partner,20,48,72.1,5,6,6246.68,16-12-2025,0.022,Low,Yes
CL02390,Prime Holdings,Logistics,South,Standard,Outbound,30,6,60.5,7,37,2749.52,02-03-2024,0.401,High,Yes
CL02391,Sky Logistics,Healthcare,East,Premium,Partner,21,12,75,5,10,2895,08-10-2025,0.196,Medium,Yes
CL02392,Green Manufacturing,Manufacturing,North,Enterprise,Event,23,24,71.5,10,55,8352.36,16-04-2025,0.271,Medium,Yes
CL02393,Nova Manufacturing,Retail,West,Premium,Event,50,24,58.3,8,5,5345.53,03-04-2024,0.064,Low,Yes
CL02394,Apex Labs,IT Services,East,Enterprise,Partner,11,24,51.4,11,11,7621.82,17-01-2025,0.246,Medium,Yes
CL02395,Blue Networks,Energy,South,Enterprise,Inbound,10,24,61.7,2,6,7439.91,26-12-2024,0.088,Low,Yes
CL02396,Crest Networks,Healthcare,North,Standard,Marketplace,27,12,38.3,18,56,4007.08,16-07-2024,0.918,High,No
CL02397,Omni Networks,IT Services,North,Premium,Outbound,23,36,76.2,3,8,4597,15-11-2024,0.031,Low,Yes
CL02398,Crest Logistics,IT Services,Central,Basic,Inbound,27,3,38.1,8,27,1384.74,28-02-2025,0.744,High,Yes
CL02399,Blue Holdings,Logistics,West,Standard,Referral,14,24,49.6,3,11,2442.36,02-04-2025,0.167,Low,No
CL02400,Omni Enterprises,Logistics,South,Standard,Marketplace,27,12,52.9,6,18,1862.07,12-06-2024,0.261,Medium,Yes
CL02401,Orion Services,Healthcare,North,Premium,Partner,29,12,53.6,9,25,5879.53,30-04-2025,0.382,High,Yes
CL02402,Nova Enterprises,IT Services,West,Standard,Partner,7,6,74.6,2,2,3954.28,01-09-2024,0.229,Medium,Yes
CL02403,Apex Technologies,Retail,East,Standard,Referral,9,12,65.6,6,4,2123.3,25-06-2024,0.251,Medium,No
CL02404,Apex Systems,Healthcare,South,Standard,Partner,11,6,71.4,2,18,2832.5,25-10-2024,0.466,High,No
CL02405,Crest Labs,Logistics,South,Enterprise,Partner,3,24,83.2,2,17,10282.22,05-06-2025,0.078,Low,Yes
CL02406,Vertex Manufacturing,Finance,North,Basic,Partner,18,6,38.6,3,24,1803.71,27-01-2026,0.644,High,No
CL02407,Vertex Manufacturing,Healthcare,West,Basic,Outbound,17,6,56.4,10,39,1703.86,20-10-2025,0.658,High,No
CL02408,Vertex Enterprises,Manufacturing,Central,Basic,Inbound,8,6,27.8,6,36,841.86,19-11-2025,0.915,High,No
CL02409,Pioneer Technologies,Construction,North,Enterprise,Referral,6,12,58.5,8,0,9062.31,03-08-2024,0.167,Low,No
CL02410,Quantum Industries,Retail,East,Enterprise,Inbound,41,24,64.8,7,1,11488.35,28-01-2025,0.037,Low,Yes
CL02411,Pioneer Industries,Logistics,South,Premium,Outbound,8,24,71.3,2,5,4625.14,17-01-2025,0.052,Low,Yes
CL02412,Sky Systems,IT Services,South,Enterprise,Outbound,9,12,68.9,2,8,13752.32,28-01-2025,0.077,Low,Yes
CL02413,Pioneer Systems,Retail,South,Basic,Referral,38,12,33.1,3,19,1138.2,21-07-2024,0.603,High,No
CL02414,Crest Industries,IT Services,West,Enterprise,Outbound,3,36,58.8,8,11,9669.34,03-11-2025,0.076,Low,Yes
CL02415,Vertex Enterprises,Finance,East,Basic,Referral,23,12,44.8,8,11,1367.9,26-10-2024,0.602,High,Yes
CL02416,Crest Enterprises,Construction,East,Basic,Marketplace,40,3,13.8,5,37,1262.76,07-02-2025,0.897,High,No
CL02417,Orion Services,Healthcare,South,Basic,Inbound,11,12,25.8,6,10,1536.88,17-11-2024,0.658,High,No
CL02418,Pioneer Enterprises,IT Services,North,Premium,Inbound,23,24,82.6,8,43,3333.32,06-11-2024,0.146,Low,Yes
CL02419,Green Technologies,IT Services,North,Premium,Inbound,10,24,82.2,5,14,4565.55,20-05-2025,0.049,Low,Yes
CL02420,Blue Networks,Healthcare,West,Standard,Inbound,8,12,56.5,5,32,2537.52,20-02-2026,0.513,High,No
CL02421,Prime Labs,Manufacturing,North,Enterprise,Marketplace,17,12,76.3,7,9,7419.2,03-12-2025,0.124,Low,Yes
CL02422,Sky Enterprises,IT Services,West,Standard,Referral,56,24,49.6,11,16,2774.23,04-01-2026,0.155,Low,Yes
CL02423,Pioneer Logistics,Education,South,Basic,Outbound,17,6,23.7,15,20,831.36,08-01-2025,0.894,High,No
CL02424,Crest Technologies,Retail,South,Standard,Marketplace,28,6,45.7,4,4,1854.95,14-07-2024,0.247,Medium,Yes
CL02425,Crest Solutions,Manufacturing,South,Premium,Outbound,32,12,44.8,5,17,3576.49,07-03-2024,0.378,High,Yes
CL02426,Apex Logistics,Energy,South,Enterprise,Referral,14,12,74,3,4,6543.89,29-03-2024,0.124,Low,No
CL02427,Pioneer Holdings,IT Services,North,Standard,Referral,43,12,56.6,5,12,2209.54,10-08-2025,0.25,Medium,Yes
CL02428,Quantum Manufacturing,Construction,South,Premium,Referral,11,24,47.8,6,14,5776.71,18-11-2024,0.271,Medium,Yes
CL02429,Crest Healthcare,Healthcare,West,Standard,Marketplace,39,12,70.8,6,51,1908.45,18-06-2025,0.462,High,Yes
CL02430,Prime Enterprises,Energy,West,Premium,Outbound,31,12,68.3,2,21,3518.76,05-04-2025,0.128,Low,Yes
CL02431,Pioneer Solutions,Finance,South,Enterprise,Marketplace,9,24,84.3,4,13,9794.18,11-02-2026,0.051,Low,Yes
CL02432,Sky Solutions,Telecom,South,Basic,Marketplace,13,6,34.2,4,26,1030.2,31-07-2025,0.694,High,No
CL02433,Blue Enterprises,Construction,North,Enterprise,Inbound,17,12,69,8,20,6105.35,13-02-2026,0.193,Medium,No
CL02434,Pioneer Holdings,Manufacturing,North,Premium,Referral,15,12,70.5,8,21,3101.3,03-10-2024,0.253,Medium,No
CL02435,Prime Enterprises,Construction,North,Standard,Referral,33,6,48.8,3,15,2200.54,26-10-2024,0.464,High,Yes
CL02436,Pioneer Services,Healthcare,Central,Enterprise,Inbound,23,48,93.2,1,8,7660.89,05-03-2025,0.007,Low,Yes
CL02437,Pioneer Enterprises,Healthcare,North,Standard,Inbound,19,12,49.6,5,24,2818.79,23-02-2025,0.461,High,Yes
CL02438,Vertex Systems,Healthcare,South,Standard,Inbound,46,24,45.9,6,3,2573.53,12-03-2025,0.12,Low,Yes
CL02439,Quantum Labs,Finance,South,Basic,Inbound,12,6,46.6,5,31,1871.84,10-11-2025,0.605,High,Yes
CL02440,Apex Healthcare,IT Services,North,Standard,Marketplace,23,24,40.8,3,53,2241.54,01-08-2025,0.548,High,No
CL02441,Green Manufacturing,Finance,East,Enterprise,Inbound,14,36,87.1,5,7,6860.25,05-07-2024,0.045,Low,Yes
CL02442,Blue Manufacturing,Finance,North,Premium,Partner,35,24,50.4,7,7,3786.55,30-04-2025,0.1,Low,Yes
CL02443,Omni Services,Education,North,Enterprise,Event,14,24,77.7,3,11,11009.99,03-07-2024,0.041,Low,Yes
CL02444,Apex Manufacturing,Telecom,East,Standard,Referral,9,12,47.2,6,81,1602.03,30-12-2024,0.907,High,No
CL02445,Sky Enterprises,Retail,South,Basic,Outbound,28,12,40.7,3,4,1505.37,21-12-2025,0.477,High,Yes
CL02446,Prime Technologies,Healthcare,West,Basic,Referral,41,6,47.9,5,26,1685.79,20-04-2024,0.563,High,Yes
CL02447,Green Technologies,Manufacturing,East,Standard,Referral,20,6,52.8,6,6,2603.21,30-01-2026,0.332,Medium,Yes
CL02448,Orion Industries,Manufacturing,South,Enterprise,Inbound,19,36,58.6,8,5,6363.59,06-08-2024,0.053,Low,Yes
CL02449,Crest Services,IT Services,East,Premium,Outbound,24,36,57.2,7,18,4951.91,04-07-2024,0.142,Low,Yes
CL02450,Crest Labs,Healthcare,North,Standard,Inbound,25,12,43.3,2,28,2050.36,11-02-2025,0.306,Medium,Yes
CL02451,Blue Services,Manufacturing,East,Enterprise,Marketplace,23,24,50.3,4,14,7298.74,11-12-2025,0.059,Low,Yes
CL02452,Orion Labs,Construction,South,Premium,Referral,30,24,72.5,12,1,3878.51,12-07-2024,0.159,Low,Yes
CL02453,Pioneer Logistics,Finance,South,Basic,Inbound,13,6,40.3,12,6,1234.8,03-03-2024,0.778,High,Yes
CL02454,Pioneer Networks,Healthcare,East,Premium,Referral,14,36,50.4,6,15,3149.87,28-12-2024,0.075,Low,Yes
CL02455,Pioneer Holdings,Finance,Central,Standard,Outbound,23,12,71.5,10,41,2628.71,20-04-2025,0.511,High,Yes
CL02456,Quantum Enterprises,IT Services,Central,Basic,Inbound,12,6,32.6,9,25,1518.09,25-08-2025,0.804,High,No
CL02457,Omni Manufacturing,Retail,East,Standard,Marketplace,17,12,53,6,1,3035.31,07-04-2024,0.175,Low,Yes
CL02458,Quantum Systems,Logistics,South,Standard,Inbound,31,24,43.1,5,47,2693.63,14-03-2025,0.498,High,No
